data_year,basis_year,cap_recovery_years,cost_case,financial_case,technology,tech_detail,parameter,parameter_value,units,dollar_year
2023,2021,20,Moderate,Market,NaturalGas,H-Frame CC,capex_mw,1283070.14234966,,2021
2023,2021,20,Moderate,Market,NaturalGas,H-Frame CC,fixed_o_m_mw,30800.0,,2021
2023,2021,20,Moderate,Market,NaturalGas,H-Frame CC,heat_rate,6.196,,2021
2023,2021,20,Moderate,Market,NaturalGas,H-Frame CC,variable_o_m_mwh,1.96,,2021
2023,2021,20,Moderate,Market,NaturalGas,H-Frame CC 95% CCS,capex_mw,2531387.20907915,,2021
2023,2021,20,Moderate,Market,NaturalGas,H-Frame CC 95% CCS,fixed_o_m_mw,59300.0,,2021
2023,2021,20,Moderate,Market,NaturalGas,H-Frame CC 95% CCS,heat_rate,7.007,,2021
2023,2021,20,Moderate,Market,NaturalGas,H-Frame CC 95% CCS,variable_o_m_mwh,4.4,,2021
2023,2021,20,Moderate,Market,NaturalGas,H-Frame CC 97% CCS,capex_mw,2567592.98560948,,2021
2023,2021,20,Moderate,Market,NaturalGas,H-Frame CC 97% CCS,fixed_o_m_mw,60100.0,,2021
2023,2021,20,Moderate,Market,NaturalGas,H-Frame CC 97% CCS,heat_rate,7.045,,2021
2023,2021,20,Moderate,Market,NaturalGas,H-Frame CC 97% CCS,variable_o_m_mwh,4.48,,2021
2023,2021,20,Moderate,Market,Nuclear,*,wacc_real,0.0417165595440998,,2021
2023,2021,20,Moderate,Market,Nuclear,Nuclear,capex_mw,9440137.7402813,,2021
2023,2021,20,Moderate,Market,Nuclear,Nuclear,fixed_o_m_mw,152120.0,,2021
2023,2021,20,Moderate,Market,Nuclear,Nuclear,heat_rate,10.447,,2021
2023,2021,20,Moderate,Market,Nuclear,Nuclear,variable_o_m_mwh,2.47,,2021
2023,2021,20,Moderate,Market,Nuclear,NuclearSMR,capex_mw,10134586.0991868,,2021
2023,2021,20,Moderate,Market,Nuclear,NuclearSMR,fixed_o_m_mw,118800.0,,2021
2023,2021,20,Moderate,Market,Nuclear,NuclearSMR,heat_rate,10.447,,2021
2023,2021,20,Moderate,Market,Nuclear,NuclearSMR,variable_o_m_mwh,3.13,,2021
2023,2021,20,Moderate,Market,UtilityPV,*,wacc_real,0.0405634188756556,,2021
2023,2021,20,Moderate,Market,UtilityPV,Class1,capex_mw,1290806.26826869,,2021
2023,2021,20,Moderate,Market,UtilityPV,Class1,fixed_o_m_mw,22528.9089321589,,2021
2023,2021,20,Moderate,Market,UtilityPV,Class10,capex_mw,1290806.26826869,,2021
2023,2021,20,Moderate,Market,UtilityPV,Class10,fixed_o_m_mw,22528.9089321589,,2021
2023,2021,20,Moderate,Market,UtilityPV,Class2,capex_mw,1290806.26826869,,2021
2023,2021,20,Moderate,Market,UtilityPV,Class2,fixed_o_m_mw,22528.9089321589,,2021
2023,2021,20,Moderate,Market,UtilityPV,Class3,capex_mw,1290806.26826869,,2021
2023,2021,20,Moderate,Market,UtilityPV,Class3,fixed_o_m_mw,22528.9089321589,,2021
2023,2021,20,Moderate,Market,UtilityPV,Class4,capex_mw,1290806.26826869,,2021
2023,2021,20,Moderate,Market,UtilityPV,Class4,fixed_o_m_mw,22528.9089321589,,2021
2023,2021,20,Moderate,Market,UtilityPV,Class5,capex_mw,1290806.26826869,,2021
2023,2021,20,Moderate,Market,UtilityPV,Class5,fixed_o_m_mw,22528.9089321589,,2021
2023,2021,20,Moderate,Market,UtilityPV,Class6,capex_mw,1290806.26826869,,2021
2023,2021,20,Moderate,Market,UtilityPV,Class6,fixed_o_m_mw,22528.9089321589,,2021
2023,2021,20,Moderate,Market,UtilityPV,Class7,capex_mw,1290806.26826869,,2021
2023,2021,20,Moderate,Market,UtilityPV,Class7,fixed_o_m_mw,22528.9089321589,,2021
2023,2021,20,Moderate,Market,UtilityPV,Class8,capex_mw,1290806.26826869,,2021
2023,2021,20,Moderate,Market,UtilityPV,Class8,fixed_o_m_mw,22528.9089321589,,2021
2023,2021,20,Moderate,Market,UtilityPV,Class9,capex_mw,1290806.26826869,,2021
2023,2021,20,Moderate,Market,UtilityPV,Class9,fixed_o_m_mw,22528.9089321589,,2021
2023,2021,30,Moderate,Market,LandbasedWind,*,wacc_real,0.0478678273722764,,2021
2023,2021,30,Moderate,Market,LandbasedWind,Class1,capex_mw,1363000.0,,2021
2023,2021,30,Moderate,Market,LandbasedWind,Class1,fixed_o_m_mw,30300.0,,2021
2023,2021,30,Moderate,Market,LandbasedWind,Class10,capex_mw,1961000.0,,2021
2023,2021,30,Moderate,Market,LandbasedWind,Class10,fixed_o_m_mw,30300.0,,2021
2023,2021,30,Moderate,Market,LandbasedWind,Class2,capex_mw,1363000.0,,2021
2023,2021,30,Moderate,Market,LandbasedWind,Class2,fixed_o_m_mw,30300.0,,2021
2023,2021,30,Moderate,Market,LandbasedWind,Class3,capex_mw,1363000.0,,2021
2023,2021,30,Moderate,Market,LandbasedWind,Class3,fixed_o_m_mw,30300.0,,2021
2023,2021,30,Moderate,Market,LandbasedWind,Class4,capex_mw,1363000.0,,2021
2023,2021,30,Moderate,Market,LandbasedWind,Class4,fixed_o_m_mw,30300.0,,2021
2023,2021,30,Moderate,Market,LandbasedWind,Class5,capex_mw,1363000.0,,2021
2023,2021,30,Moderate,Market,LandbasedWind,Class5,fixed_o_m_mw,30300.0,,2021
2023,2021,30,Moderate,Market,LandbasedWind,Class6,capex_mw,1363000.0,,2021
2023,2021,30,Moderate,Market,LandbasedWind,Class6,fixed_o_m_mw,30300.0,,2021
2023,2021,30,Moderate,Market,LandbasedWind,Class7,capex_mw,1363000.0,,2021
2023,2021,30,Moderate,Market,LandbasedWind,Class7,fixed_o_m_mw,30300.0,,2021
2023,2021,30,Moderate,Market,LandbasedWind,Class8,capex_mw,1489000.0,,2021
2023,2021,30,Moderate,Market,LandbasedWind,Class8,fixed_o_m_mw,28500.0,,2021
2023,2021,30,Moderate,Market,LandbasedWind,Class9,capex_mw,1416000.0,,2021
2023,2021,30,Moderate,Market,LandbasedWind,Class9,fixed_o_m_mw,38400.0,,2021
2023,2021,30,Moderate,Market,NaturalGas,*,wacc_real,0.0528012452573208,,2021
2023,2021,30,Moderate,Market,NaturalGas,F-Frame CC,capex_mw,1247534.84316248,,2021
2023,2021,30,Moderate,Market,NaturalGas,F-Frame CC,fixed_o_m_mw,31100.0,,2021
2023,2021,30,Moderate,Market,NaturalGas,F-Frame CC,heat_rate,6.363,,2021
2023,2021,30,Moderate,Market,NaturalGas,F-Frame CC,variable_o_m_mwh,1.96,,2021
2023,2021,30,Moderate,Market,NaturalGas,F-Frame CC 95% CCS,capex_mw,2661236.32120337,,2021
2023,2021,30,Moderate,Market,NaturalGas,F-Frame CC 95% CCS,fixed_o_m_mw,63700.0,,2021
2023,2021,30,Moderate,Market,NaturalGas,F-Frame CC 95% CCS,heat_rate,7.22,,2021
2023,2021,30,Moderate,Market,NaturalGas,F-Frame CC 95% CCS,variable_o_m_mwh,4.63,,2021
2023,2021,30,Moderate,Market,NaturalGas,F-Frame CC 97% CCS,capex_mw,2701911.94668806,,2021
2023,2021,30,Moderate,Market,NaturalGas,F-Frame CC 97% CCS,fixed_o_m_mw,64600.0,,2021
2023,2021,30,Moderate,Market,NaturalGas,F-Frame CC 97% CCS,heat_rate,7.26,,2021
2023,2021,30,Moderate,Market,NaturalGas,F-Frame CC 97% CCS,variable_o_m_mwh,4.71,,2021
2023,2021,30,Moderate,Market,NaturalGas,F-Frame CT,capex_mw,1120367.64041087,,2021
2023,2021,30,Moderate,Market,NaturalGas,F-Frame CT,fixed_o_m_mw,24000.0,,2021
2023,2021,30,Moderate,Market,NaturalGas,F-Frame CT,heat_rate,9.717,,2021
2023,2021,30,Moderate,Market,NaturalGas,F-Frame CT,variable_o_m_mwh,6.44,,2021
2023,2021,30,Moderate,Market,NaturalGas,H-Frame CC,capex_mw,1283070.14234966,,2021
2023,2021,30,Moderate,Market,NaturalGas,H-Frame CC,fixed_o_m_mw,30800.0,,2021
2023,2021,30,Moderate,Market,NaturalGas,H-Frame CC,heat_rate,6.196,,2021
2023,2021,30,Moderate,Market,NaturalGas,H-Frame CC,variable_o_m_mwh,1.96,,2021
2023,2021,30,Moderate,Market,NaturalGas,H-Frame CC 95% CCS,capex_mw,2531387.20907915,,2021
2023,2021,30,Moderate,Market,NaturalGas,H-Frame CC 95% CCS,fixed_o_m_mw,59300.0,,2021
2023,2021,30,Moderate,Market,NaturalGas,H-Frame CC 95% CCS,heat_rate,7.007,,2021
2023,2021,30,Moderate,Market,NaturalGas,H-Frame CC 95% CCS,variable_o_m_mwh,4.4,,2021
2023,2021,30,Moderate,Market,NaturalGas,H-Frame CC 97% CCS,capex_mw,2567592.98560948,,2021
2023,2021,30,Moderate,Market,NaturalGas,H-Frame CC 97% CCS,fixed_o_m_mw,60100.0,,2021
2023,2021,30,Moderate,Market,NaturalGas,H-Frame CC 97% CCS,heat_rate,7.045,,2021
2023,2021,30,Moderate,Market,NaturalGas,H-Frame CC 97% CCS,variable_o_m_mwh,4.48,,2021
2023,2021,30,Moderate,Market,Nuclear,*,wacc_real,0.0417165595440998,,2021
2023,2021,30,Moderate,Market,Nuclear,Nuclear,capex_mw,9440137.7402813,,2021
2023,2021,30,Moderate,Market,Nuclear,Nuclear,fixed_o_m_mw,152120.0,,2021
2023,2021,30,Moderate,Market,Nuclear,Nuclear,heat_rate,10.447,,2021
2023,2021,30,Moderate,Market,Nuclear,Nuclear,variable_o_m_mwh,2.47,,2021
2023,2021,30,Moderate,Market,Nuclear,NuclearSMR,capex_mw,10134586.0991868,,2021
2023,2021,30,Moderate,Market,Nuclear,NuclearSMR,fixed_o_m_mw,118800.0,,2021
2023,2021,30,Moderate,Market,Nuclear,NuclearSMR,heat_rate,10.447,,2021
2023,2021,30,Moderate,Market,Nuclear,NuclearSMR,variable_o_m_mwh,3.13,,2021
2023,2021,30,Moderate,Market,UtilityPV,*,wacc_real,0.0405634188756556,,2021
2023,2021,30,Moderate,Market,UtilityPV,Class1,capex_mw,1290806.26826869,,2021
2023,2021,30,Moderate,Market,UtilityPV,Class1,fixed_o_m_mw,22528.9089321589,,2021
2023,2021,30,Moderate,Market,UtilityPV,Class10,capex_mw,1290806.26826869,,2021
2023,2021,30,Moderate,Market,UtilityPV,Class10,fixed_o_m_mw,22528.9089321589,,2021
2023,2021,30,Moderate,Market,UtilityPV,Class2,capex_mw,1290806.26826869,,2021
2023,2021,30,Moderate,Market,UtilityPV,Class2,fixed_o_m_mw,22528.9089321589,,2021
2023,2021,30,Moderate,Market,UtilityPV,Class3,capex_mw,1290806.26826869,,2021
2023,2021,30,Moderate,Market,UtilityPV,Class3,fixed_o_m_mw,22528.9089321589,,2021
2023,2021,30,Moderate,Market,UtilityPV,Class4,capex_mw,1290806.26826869,,2021
2023,2021,30,Moderate,Market,UtilityPV,Class4,fixed_o_m_mw,22528.9089321589,,2021
2023,2021,30,Moderate,Market,UtilityPV,Class5,capex_mw,1290806.26826869,,2021
2023,2021,30,Moderate,Market,UtilityPV,Class5,fixed_o_m_mw,22528.9089321589,,2021
2023,2021,30,Moderate,Market,UtilityPV,Class6,capex_mw,1290806.26826869,,2021
2023,2021,30,Moderate,Market,UtilityPV,Class6,fixed_o_m_mw,22528.9089321589,,2021
2023,2021,30,Moderate,Market,UtilityPV,Class7,capex_mw,1290806.26826869,,2021
2023,2021,30,Moderate,Market,UtilityPV,Class7,fixed_o_m_mw,22528.9089321589,,2021
2023,2021,30,Moderate,Market,UtilityPV,Class8,capex_mw,1290806.26826869,,2021
2023,2021,30,Moderate,Market,UtilityPV,Class8,fixed_o_m_mw,22528.9089321589,,2021
2023,2021,30,Moderate,Market,UtilityPV,Class9,capex_mw,1290806.26826869,,2021
2023,2021,30,Moderate,Market,UtilityPV,Class9,fixed_o_m_mw,22528.9089321589,,2021
2023,2021,55,Moderate,Market,NaturalGas,*,wacc_real,0.0528012452573208,,2021
2023,2021,55,Moderate,Market,NaturalGas,F-Frame CC,capex_mw,1247534.84316248,,2021
2023,2021,55,Moderate,Market,NaturalGas,F-Frame CC,fixed_o_m_mw,31100.0,,2021
2023,2021,55,Moderate,Market,NaturalGas,F-Frame CC,heat_rate,6.363,,2021
2023,2021,55,Moderate,Market,NaturalGas,F-Frame CC,variable_o_m_mwh,1.96,,2021
2023,2021,55,Moderate,Market,NaturalGas,F-Frame CC 95% CCS,capex_mw,2661236.32120337,,2021
2023,2021,55,Moderate,Market,NaturalGas,F-Frame CC 95% CCS,fixed_o_m_mw,63700.0,,2021
2023,2021,55,Moderate,Market,NaturalGas,F-Frame CC 95% CCS,heat_rate,7.22,,2021
2023,2021,55,Moderate,Market,NaturalGas,F-Frame CC 95% CCS,variable_o_m_mwh,4.63,,2021
2023,2021,55,Moderate,Market,NaturalGas,F-Frame CC 97% CCS,capex_mw,2701911.94668806,,2021
2023,2021,55,Moderate,Market,NaturalGas,F-Frame CC 97% CCS,fixed_o_m_mw,64600.0,,2021
2023,2021,55,Moderate,Market,NaturalGas,F-Frame CC 97% CCS,heat_rate,7.26,,2021
2023,2021,55,Moderate,Market,NaturalGas,F-Frame CC 97% CCS,variable_o_m_mwh,4.71,,2021
2023,2021,55,Moderate,Market,NaturalGas,F-Frame CT,capex_mw,1120367.64041087,,2021
2023,2021,55,Moderate,Market,NaturalGas,F-Frame CT,fixed_o_m_mw,24000.0,,2021
2023,2021,55,Moderate,Market,NaturalGas,F-Frame CT,heat_rate,9.717,,2021
2023,2021,55,Moderate,Market,NaturalGas,F-Frame CT,variable_o_m_mwh,6.44,,2021
2023,2021,55,Moderate,Market,NaturalGas,H-Frame CC,capex_mw,1283070.14234966,,2021
2023,2021,55,Moderate,Market,NaturalGas,H-Frame CC,fixed_o_m_mw,30800.0,,2021
2023,2021,55,Moderate,Market,NaturalGas,H-Frame CC,heat_rate,6.196,,2021
2023,2021,55,Moderate,Market,NaturalGas,H-Frame CC,variable_o_m_mwh,1.96,,2021
2023,2021,55,Moderate,Market,NaturalGas,H-Frame CC 95% CCS,capex_mw,2531387.20907915,,2021
2023,2021,55,Moderate,Market,NaturalGas,H-Frame CC 95% CCS,fixed_o_m_mw,59300.0,,2021
2023,2021,55,Moderate,Market,NaturalGas,H-Frame CC 95% CCS,heat_rate,7.007,,2021
2023,2021,55,Moderate,Market,NaturalGas,H-Frame CC 95% CCS,variable_o_m_mwh,4.4,,2021
2023,2021,55,Moderate,Market,NaturalGas,H-Frame CC 97% CCS,capex_mw,2567592.98560948,,2021
2023,2021,55,Moderate,Market,NaturalGas,H-Frame CC 97% CCS,fixed_o_m_mw,60100.0,,2021
2023,2021,55,Moderate,Market,NaturalGas,H-Frame CC 97% CCS,heat_rate,7.045,,2021
2023,2021,55,Moderate,Market,NaturalGas,H-Frame CC 97% CCS,variable_o_m_mwh,4.48,,2021
2023,2021,60,Moderate,Market,Nuclear,*,wacc_real,0.0417165595440998,,2021
2023,2021,60,Moderate,Market,Nuclear,Nuclear,capex_mw,9440137.7402813,,2021
2023,2021,60,Moderate,Market,Nuclear,Nuclear,fixed_o_m_mw,152120.0,,2021
2023,2021,60,Moderate,Market,Nuclear,Nuclear,heat_rate,10.447,,2021
2023,2021,60,Moderate,Market,Nuclear,Nuclear,variable_o_m_mwh,2.47,,2021
2023,2021,60,Moderate,Market,Nuclear,NuclearSMR,capex_mw,10134586.0991868,,2021
2023,2021,60,Moderate,Market,Nuclear,NuclearSMR,fixed_o_m_mw,118800.0,,2021
2023,2021,60,Moderate,Market,Nuclear,NuclearSMR,heat_rate,10.447,,2021
2023,2021,60,Moderate,Market,Nuclear,NuclearSMR,variable_o_m_mwh,3.13,,2021
2023,2022,20,Moderate,Market,LandbasedWind,*,wacc_real,0.0507890001020457,,2021
2023,2022,20,Moderate,Market,LandbasedWind,Class1,capex_mw,1540233.33333333,,2021
2023,2022,20,Moderate,Market,LandbasedWind,Class1,fixed_o_m_mw,29933.3333333333,,2021
2023,2022,20,Moderate,Market,LandbasedWind,Class10,capex_mw,2200844.44444445,,2021
2023,2022,20,Moderate,Market,LandbasedWind,Class10,fixed_o_m_mw,29933.3333333333,,2021
2023,2022,20,Moderate,Market,LandbasedWind,Class2,capex_mw,1540233.33333333,,2021
2023,2022,20,Moderate,Market,LandbasedWind,Class2,fixed_o_m_mw,29933.3333333333,,2021
2023,2022,20,Moderate,Market,LandbasedWind,Class3,capex_mw,1540233.33333333,,2021
2023,2022,20,Moderate,Market,LandbasedWind,Class3,fixed_o_m_mw,29933.3333333333,,2021
2023,2022,20,Moderate,Market,LandbasedWind,Class4,capex_mw,1540233.33333333,,2021
2023,2022,20,Moderate,Market,LandbasedWind,Class4,fixed_o_m_mw,29933.3333333333,,2021
2023,2022,20,Moderate,Market,LandbasedWind,Class5,capex_mw,1540233.33333333,,2021
2023,2022,20,Moderate,Market,LandbasedWind,Class5,fixed_o_m_mw,29933.3333333333,,2021
2023,2022,20,Moderate,Market,LandbasedWind,Class6,capex_mw,1540233.33333333,,2021
2023,2022,20,Moderate,Market,LandbasedWind,Class6,fixed_o_m_mw,29933.3333333333,,2021
2023,2022,20,Moderate,Market,LandbasedWind,Class7,capex_mw,1540233.33333333,,2021
2023,2022,20,Moderate,Market,LandbasedWind,Class7,fixed_o_m_mw,29933.3333333333,,2021
2023,2022,20,Moderate,Market,LandbasedWind,Class8,capex_mw,1675933.33333333,,2021
2023,2022,20,Moderate,Market,LandbasedWind,Class8,fixed_o_m_mw,28066.6666666666,,2021
2023,2022,20,Moderate,Market,LandbasedWind,Class9,capex_mw,1608850.0,,2021
2023,2022,20,Moderate,Market,LandbasedWind,Class9,fixed_o_m_mw,38033.3333333333,,2021
2023,2022,20,Moderate,Market,NaturalGas,*,wacc_real,0.0535186915887851,,2021
2023,2022,20,Moderate,Market,NaturalGas,F-Frame CC,capex_mw,1247534.84316248,,2021
2023,2022,20,Moderate,Market,NaturalGas,F-Frame CC,fixed_o_m_mw,31100.0,,2021
2023,2022,20,Moderate,Market,NaturalGas,F-Frame CC,heat_rate,6.363,,2021
2023,2022,20,Moderate,Market,NaturalGas,F-Frame CC,variable_o_m_mwh,1.96,,2021
2023,2022,20,Moderate,Market,NaturalGas,F-Frame CC 95% CCS,capex_mw,2661236.32120337,,2021
2023,2022,20,Moderate,Market,NaturalGas,F-Frame CC 95% CCS,fixed_o_m_mw,63700.0,,2021
2023,2022,20,Moderate,Market,NaturalGas,F-Frame CC 95% CCS,heat_rate,7.22,,2021
2023,2022,20,Moderate,Market,NaturalGas,F-Frame CC 95% CCS,variable_o_m_mwh,4.63,,2021
2023,2022,20,Moderate,Market,NaturalGas,F-Frame CC 97% CCS,capex_mw,2701911.94668806,,2021
2023,2022,20,Moderate,Market,NaturalGas,F-Frame CC 97% CCS,fixed_o_m_mw,64600.0,,2021
2023,2022,20,Moderate,Market,NaturalGas,F-Frame CC 97% CCS,heat_rate,7.26,,2021
2023,2022,20,Moderate,Market,NaturalGas,F-Frame CC 97% CCS,variable_o_m_mwh,4.71,,2021
2023,2022,20,Moderate,Market,NaturalGas,F-Frame CT,capex_mw,1120367.64041087,,2021
2023,2022,20,Moderate,Market,NaturalGas,F-Frame CT,fixed_o_m_mw,24000.0,,2021
2023,2022,20,Moderate,Market,NaturalGas,F-Frame CT,heat_rate,9.717,,2021
2023,2022,20,Moderate,Market,NaturalGas,F-Frame CT,variable_o_m_mwh,6.44,,2021
2023,2022,20,Moderate,Market,NaturalGas,H-Frame CC,capex_mw,1283070.14234966,,2021
2023,2022,20,Moderate,Market,NaturalGas,H-Frame CC,fixed_o_m_mw,30800.0,,2021
2023,2022,20,Moderate,Market,NaturalGas,H-Frame CC,heat_rate,6.196,,2021
2023,2022,20,Moderate,Market,NaturalGas,H-Frame CC,variable_o_m_mwh,1.96,,2021
2023,2022,20,Moderate,Market,NaturalGas,H-Frame CC 95% CCS,capex_mw,2531387.20907915,,2021
2023,2022,20,Moderate,Market,NaturalGas,H-Frame CC 95% CCS,fixed_o_m_mw,59300.0,,2021
2023,2022,20,Moderate,Market,NaturalGas,H-Frame CC 95% CCS,heat_rate,7.007,,2021
2023,2022,20,Moderate,Market,NaturalGas,H-Frame CC 95% CCS,variable_o_m_mwh,4.4,,2021
2023,2022,20,Moderate,Market,NaturalGas,H-Frame CC 97% CCS,capex_mw,2567592.98560948,,2021
2023,2022,20,Moderate,Market,NaturalGas,H-Frame CC 97% CCS,fixed_o_m_mw,60100.0,,2021
2023,2022,20,Moderate,Market,NaturalGas,H-Frame CC 97% CCS,heat_rate,7.045,,2021
2023,2022,20,Moderate,Market,NaturalGas,H-Frame CC 97% CCS,variable_o_m_mwh,4.48,,2021
2023,2022,20,Moderate,Market,Nuclear,*,wacc_real,0.0424263851841973,,2021
2023,2022,20,Moderate,Market,Nuclear,Nuclear,capex_mw,9125578.81232459,,2021
2023,2022,20,Moderate,Market,Nuclear,Nuclear,fixed_o_m_mw,152120.0,,2021
2023,2022,20,Moderate,Market,Nuclear,Nuclear,heat_rate,10.447,,2021
2023,2022,20,Moderate,Market,Nuclear,Nuclear,variable_o_m_mwh,2.47,,2021
2023,2022,20,Moderate,Market,Nuclear,NuclearSMR,capex_mw,9796888.46986248,,2021
2023,2022,20,Moderate,Market,Nuclear,NuclearSMR,fixed_o_m_mw,118800.0,,2021
2023,2022,20,Moderate,Market,Nuclear,NuclearSMR,heat_rate,10.447,,2021
2023,2022,20,Moderate,Market,Nuclear,NuclearSMR,variable_o_m_mwh,3.13,,2021
2023,2022,20,Moderate,Market,UtilityPV,*,wacc_real,0.0412759864467211,,2021
2023,2022,20,Moderate,Market,UtilityPV,Class1,capex_mw,1373198.15773264,,2021
2023,2022,20,Moderate,Market,UtilityPV,Class1,fixed_o_m_mw,22004.6319679145,,2021
2023,2022,20,Moderate,Market,UtilityPV,Class10,capex_mw,1373198.15773264,,2021
2023,2022,20,Moderate,Market,UtilityPV,Class10,fixed_o_m_mw,22004.6319679145,,2021
2023,2022,20,Moderate,Market,UtilityPV,Class2,capex_mw,1373198.15773264,,2021
2023,2022,20,Moderate,Market,UtilityPV,Class2,fixed_o_m_mw,22004.6319679145,,2021
2023,2022,20,Moderate,Market,UtilityPV,Class3,capex_mw,1373198.15773264,,2021
2023,2022,20,Moderate,Market,UtilityPV,Class3,fixed_o_m_mw,22004.6319679145,,2021
2023,2022,20,Moderate,Market,UtilityPV,Class4,capex_mw,1373198.15773264,,2021
2023,2022,20,Moderate,Market,UtilityPV,Class4,fixed_o_m_mw,22004.6319679145,,2021
2023,2022,20,Moderate,Market,UtilityPV,Class5,capex_mw,1373198.15773264,,2021
2023,2022,20,Moderate,Market,UtilityPV,Class5,fixed_o_m_mw,22004.6319679145,,2021
2023,2022,20,Moderate,Market,UtilityPV,Class6,capex_mw,1373198.15773264,,2021
2023,2022,20,Moderate,Market,UtilityPV,Class6,fixed_o_m_mw,22004.6319679145,,2021
2023,2022,20,Moderate,Market,UtilityPV,Class7,capex_mw,1373198.15773264,,2021
2023,2022,20,Moderate,Market,UtilityPV,Class7,fixed_o_m_mw,22004.6319679145,,2021
2023,2022,20,Moderate,Market,UtilityPV,Class8,capex_mw,1373198.15773264,,2021
2023,2022,20,Moderate,Market,UtilityPV,Class8,fixed_o_m_mw,22004.6319679145,,2021
2023,2022,20,Moderate,Market,UtilityPV,Class9,capex_mw,1373198.15773264,,2021
2023,2022,20,Moderate,Market,UtilityPV,Class9,fixed_o_m_mw,22004.6319679145,,2021
2023,2022,30,Moderate,Market,LandbasedWind,*,wacc_real,0.0507890001020457,,2021
2023,2022,30,Moderate,Market,LandbasedWind,Class1,capex_mw,1540233.33333333,,2021
2023,2022,30,Moderate,Market,LandbasedWind,Class1,fixed_o_m_mw,29933.3333333333,,2021
2023,2022,30,Moderate,Market,LandbasedWind,Class10,capex_mw,2200844.44444445,,2021
2023,2022,30,Moderate,Market,LandbasedWind,Class10,fixed_o_m_mw,29933.3333333333,,2021
