region,time_index,value,weather_year
p60,204,0.22732547,2012
p60,205,0.11246469,2012
p60,206,0.0,2012
p60,207,0.7330761,2012
p60,208,0.0,2012
p60,209,0.5682002,2012
p60,210,0.000554883,2012
p60,211,0.0011602099,2012
p60,212,0.48887712,2012
p60,213,0.0,2012
p60,214,0.6322135,2012
p60,215,0.0,2012
p60,216,0.20038842,2012
p60,217,0.12187248,2012
p60,218,0.0,2012
p60,219,0.83429176,2012
p60,220,0.0,2012
p60,221,0.67720944,2012
p60,222,0.0020177562,2012
p60,223,0.0025978612,2012
p60,224,0.50605327,2012
p60,225,0.0,2012
p60,226,0.6787732,2012
p60,227,0.0,2012
p60,228,0.1883071,2012
p60,229,0.1510795,2012
p60,230,0.0,2012
p60,231,0.6905771,2012
p60,232,0.0,2012
p60,233,0.5512762,2012
p60,234,0.0024717513,2012
p60,235,0.0047165053,2012
p60,236,0.4962167,2012
p60,237,0.0,2012
p60,238,0.8557304,2012
p60,239,0.0,2012
p60,240,0.22664447,2012
p60,241,0.13715698,2012
p60,242,0.0,2012
p60,243,0.8123991,2012
p60,244,0.0,2012
p60,245,0.5382365,2012
p60,246,0.003253632,2012
p60,247,0.0066838176,2012
p60,248,0.43929076,2012
p60,249,0.0,2012
p60,250,0.6646237,2012
p60,251,0.0,2012
p60,252,0.23529561,2012
p60,253,0.1441939,2012
p60,254,0.0,2012
p60,255,0.61710554,2012
p60,256,0.0,2012
p60,257,0.6133727,2012
p60,258,0.0038841807,2012
p60,259,0.009281679,2012
p60,260,0.5242383,2012
p60,261,0.0,2012
p60,262,0.7597861,2012
p60,263,0.0,2012
p60,264,0.24374495,2012
p60,265,0.10853007,2012
p60,266,0.0,2012
p60,267,0.7427361,2012
p60,268,0.0,2012
p60,269,0.6200817,2012
p60,270,0.005901937,2012
p60,271,0.011097659,2012
p60,272,0.6323648,2012
p60,273,0.0,2012
p60,274,0.9177764,2012
p60,275,0.0,2012
p60,276,0.343977,2012
p60,277,0.16732244,2012
p60,278,0.0,2012
p60,279,0.7928269,2012
p60,280,0.0,2012
p60,281,0.5603309,2012
p60,282,0.0073648104,2012
p60,283,0.014653955,2012
p60,284,0.52340597,2012
p60,285,0.0,2012
p60,286,0.8244804,2012
p60,287,0.0,2012
p60,288,0.19655468,2012
p60,289,0.14974274,2012
p60,290,0.0,2012
p60,291,0.7253834,2012
p60,292,0.0,2012
p60,293,0.64880955,2012
p60,294,0.007036925,2012
p60,295,0.018260693,2012
p60,296,0.5072892,2012
p60,297,0.0,2012
p60,298,0.7689417,2012
p60,299,0.0,2012
p60,300,0.30495864,2012
p60,301,0.18530568,2012
p60,302,0.0,2012
p60,303,0.78901833,2012
p60,304,0.0,2012
p60,305,0.6520127,2012
p60,306,0.010214891,2012
p60,307,0.01937046,2012
p60,308,0.51129943,2012
p60,309,0.0,2012
p60,310,0.72041464,2012
p60,311,0.0,2012
p60,312,0.3482395,2012
p60,313,0.20101897,2012
p60,314,0.0,2012
p60,315,0.8214033,2012
p60,316,0.0,2012
p60,317,0.58383775,2012
p60,318,0.011778652,2012
p60,319,0.016722156,2012
p60,320,0.5369754,2012
p60,321,0.0,2012
p60,322,0.83842814,2012
p60,323,0.0,2012
p60,324,0.3692494,2012
p60,325,0.21017453,2012
p60,326,0.0,2012
p60,327,0.8468523,2012
p60,328,0.0,2012
p60,329,0.7531275,2012
p60,330,0.014704399,2012
p60,331,0.037378933,2012
p60,332,0.5944814,2012
p60,333,0.0,2012
p60,334,0.9061491,2012
p60,335,0.0,2012
p60,336,0.3457173,2012
p60,337,0.19605024,2012
p60,338,0.0,2012
p60,339,0.78773206,2012
p60,340,0.0,2012
p60,341,0.6276231,2012
p60,342,0.0099878935,2012
p60,343,0.0356134,2012
p60,344,0.550116,2012
p60,345,0.0,2012
p60,346,0.85504943,2012
p60,347,0.0,2012
p60,348,0.3591606,2012
p60,349,0.17620057,2012
p60,350,0.0,2012
p60,351,0.66137004,2012
p60,352,0.0,2012
p60,353,0.6263872,2012
p60,354,0.008953793,2012
p60,355,0.03576473,2012
p60,356,0.53183013,2012
p60,357,0.0,2012
p60,358,0.87023306,2012
p60,359,0.0,2012
p60,360,0.37091404,2012
p60,361,0.21980932,2012
p60,362,0.0,2012
p60,363,0.7484615,2012
p60,364,0.0,2012
p60,365,0.6212167,2012
p60,366,0.011702986,2012
p60,367,0.030342009,2012
p60,368,0.49669594,2012
p60,369,0.0,2012
p60,370,0.8444562,2012
p60,371,0.0,2012
p60,372,0.29797214,2012
p60,373,0.21711057,2012
p60,374,0.0,2012
p60,375,0.75451475,2012
p60,376,0.0,2012
p60,377,0.6555942,2012
p60,378,0.015738498,2012
p60,379,0.035714287,2012
p60,380,0.5120813,2012
p60,381,0.0,2012
p60,382,0.74866325,2012
p60,383,0.0,2012
p60,384,0.30427763,2012
p60,385,0.24359362,2012
p60,386,0.0,2012
p60,387,0.78268766,2012
p60,388,0.0,2012
p60,389,0.5898154,2012
p60,390,0.015839387,2012
p60,391,0.032460652,2012
p60,392,0.5504439,2012
p60,393,0.0,2012
p60,394,0.8249344,2012
p60,395,0.0,2012
p60,396,0.32844028,2012
p60,397,0.20750101,2012
p60,398,0.0,2012
p60,399,0.7527744,2012
p60,400,0.0,2012
p60,401,0.6740567,2012
p60,402,0.019547014,2012
p60,403,0.035083737,2012
p60,404,0.5375807,2012
p60,405,0.0,2012
p60,406,0.85815173,2012
p60,407,0.0,2012
p60,408,0.36894673,2012
p60,409,0.2469986,2012
p60,410,0.0,2012
p60,411,0.7857395,2012
p60,412,0.0,2012
p60,413,0.6197034,2012
p60,414,0.020581113,2012
p60,415,0.034427967,2012
p60,416,0.64520276,2012
p60,417,0.0,2012
p60,418,0.80256253,2012
p60,419,0.0,2012
p60,420,0.35931194,2012
p60,421,0.25587672,2012
p60,422,0.0,2012
p60,423,0.8185785,2012
p60,424,0.0,2012
p60,425,0.7055337,2012
p60,426,0.021690879,2012
p60,427,0.033519976,2012
p60,428,0.60595745,2012
p60,429,0.0,2012
p60,430,0.8768412,2012
p60,431,0.0,2012
p60,432,0.36771086,2012
p60,433,0.2471247,2012
p60,434,0.0,2012
p60,435,0.78024113,2012
p60,436,0.0,2012
p60,437,0.63831717,2012
p60,438,0.018285915,2012
p60,439,0.02930791,2012
p60,440,0.5815678,2012
p60,441,0.0,2012
p60,442,0.74281174,2012
p60,443,0.0,2012
p60,444,0.31383675,2012
p60,445,0.23968422,2012
p60,446,0.0,2012
p60,447,0.82705307,2012
p60,448,0.0,2012
p60,449,0.67448545,2012
p60,450,0.021236885,2012
p60,451,0.022800645,2012
p60,452,0.5424738,2012
p60,453,0.0,2012
p60,454,0.7916162,2012
p60,455,0.0,2012
p60,456,0.2976695,2012
p60,457,0.20770279,2012
p60,458,0.0,2012
p60,459,0.6744098,2012
p60,460,0.0,2012
p60,461,0.5713277,2012
p60,462,0.019874899,2012
p60,463,0.022497982,2012
p60,464,0.60341,2012
p60,465,0.0,2012
p60,466,0.79769474,2012
p60,467,0.0,2012
p60,468,0.29693806,2012
p60,469,0.23814568,2012
p60,470,0.0,2012
p60,471,0.740794,2012
p60,472,0.0,2012
p60,473,0.6107748,2012
p60,474,0.012510089,2012
p60,475,0.02428874,2012
p60,476,0.5223467,2012
p60,477,0.0,2012
p60,478,0.82884383,2012
p60,479,0.0,2012
p60,480,0.29449153,2012
p60,481,0.23865013,2012
p60,482,0.0,2012
p60,483,0.7395581,2012
p60,484,0.0,2012
p60,485,0.6253279,2012
p60,486,0.018159807,2012
p60,487,0.018058918,2012
p60,488,0.54035515,2012
p60,489,0.0,2012
p60,490,0.8579752,2012
p60,491,0.0,2012
p60,492,0.29643363,2012
p60,493,0.1839437,2012
p60,494,0.0,2012
p60,495,0.73398405,2012
p60,496,0.0,2012
p60,497,0.70114505,2012
p60,498,0.01626816,2012
p60,499,0.016621267,2012
p60,500,0.468977,2012
p60,501,0.0,2012
p60,502,0.76490617,2012
p60,503,0.0,2012
p60,504,0.30165455,2012
p60,505,0.2257617,2012
p60,506,0.0,2012
p60,507,0.8274566,2012
p60,508,0.0,2012
p60,509,0.6808162,2012
p60,510,0.015133172,2012
p60,511,0.014653955,2012
p60,512,0.6001816,2012
p60,513,0.0,2012
p60,514,0.83550245,2012
p60,515,0.0,2012
p60,516,0.29244855,2012
p60,517,0.21882567,2012
p60,518,0.0,2012
p60,519,0.70903957,2012
p60,520,0.0,2012
p60,521,0.59710455,2012
p60,522,0.012333535,2012
p60,523,0.0137459645,2012
p60,524,0.56585455,2012
p60,525,0.0,2012
p60,526,0.7913388,2012
p60,527,0.0,2012
p60,528,0.2818049,2012
p60,529,0.18641545,2012
p60,530,0.0,2012
p60,531,0.64870864,2012
p60,532,0.0,2012
p60,533,0.6604873,2012
p60,534,0.011576877,2012
p60,535,0.009786118,2012
p60,536,0.538186,2012
p60,537,0.0,2012
p60,538,0.79111177,2012
p60,539,0.0,2012
p60,540,0.24238297,2012
p60,541,0.16845742,2012
p60,542,0.0,2012
p60,543,0.72666967,2012
p60,544,0.0,2012
p60,545,0.5473416,2012
p60,546,0.009256457,2012
p60,547,0.010240113,2012
p60,548,0.4687248,2012
p60,549,0.0,2012
p60,550,0.7820319,2012
p60,551,0.0,2012
p60,552,0.26452786,2012
p60,553,0.15491323,2012
p60,554,0.0,2012
p60,555,0.6996822,2012
p60,556,0.0,2012
p60,557,0.59047115,2012
p60,558,0.0073143663,2012
p60,559,0.008020581,2012
p60,560,0.526256,2012
p60,561,0.0,2012
p60,562,0.79655975,2012
p60,563,0.0,2012
p60,564,0.2752976,2012
p60,565,0.17617534,2012
p60,566,0.0,2012
p60,567,0.79605526,2012
p60,568,0.0,2012
p60,569,0.5598265,2012
p60,570,0.005271388,2012
p60,571,0.0072639226,2012
p60,572,0.52605426,2012
p60,573,0.0,2012
p60,574,0.8198648,2012
p60,575,0.0,2012
p60,576,0.28964892,2012
p60,577,0.16792776,2012
p60,578,0.0,2012
p60,579,0.8091707,2012
p60,580,0.0,2012
p60,581,0.63998187,2012
p60,582,0.0036319613,2012
p60,583,0.0035058516,2012
p60,584,0.5389175,2012
p60,585,0.0,2012
p60,586,0.6929227,2012
p60,587,0.0,2012
p60,588,0.23373184,2012
p60,589,0.1487843,2012
p60,590,0.0,2012
p60,591,0.7897246,2012
p60,592,0.0,2012
p60,593,0.63448346,2012
p60,594,0.0021943098,2012
p60,595,0.0025474173,2012
p60,596,0.4835553,2012
p60,597,0.0,2012
p60,598,0.70308715,2012
p60,599,0.0,2012
p60,600,0.24467817,2012
p60,601,0.11256558,2012
p60,602,0.0,2012
p60,603,0.6717867,2012
p60,604,0.0,2012
p60,605,0.66454804,2012
p60,606,0.00050443906,2012
p60,607,0.0046408395,2012
p60,608,0.53909403,2012
p60,609,0.0,2012
p60,610,0.8853915,2012
p60,611,0.0,2012
p60,612,0.260341,2012
p60,613,0.12431901,2012
p60,614,0.0,2012
p60,615,0.7422064,2012
p60,616,0.0,2012
p60,617,0.41285816,2012
p60,618,0.00032788538,2012
p60,619,0.0035815174,2012
p60,620,0.42504036,2012
p60,621,0.0,2012
p60,622,0.67836964,2012
p60,623,0.0,2012
p60,624,0.21958232,2012
p60,625,0.106714085,2012
p60,626,0.0,2012
p60,627,0.550797,2012
p60,628,0.0,2012
p60,629,0.5737742,2012
p60,630,0.0,2012
p60,631,0.002799637,2012
p60,632,0.5127875,2012
p60,633,0.0,2012
p60,634,0.8070773,2012
p60,635,0.0,2012
p60,636,0.22349173,2012
p60,637,0.08436743,2012
p60,638,0.0,2012
p60,639,0.7939619,2012
p60,640,0.0,2012
p60,641,0.64366424,2012
p60,642,0.0,2012
p60,643,0.0025474173,2012
p60,644,0.40160915,2012
p60,645,0.0,2012
p60,646,0.7711108,2012
p60,647,0.0,2012
p60,648,0.2144875,2012
p60,649,0.06580408,2012
p60,650,0.0,2012
p60,651,0.6434625,2012
p60,652,0.0,2012
p60,653,0.468523,2012
p60,654,0.0,2012
p60,655,0.00040355124,2012
p60,656,0.32316887,2012
p60,657,0.0,2012
p60,658,0.7068452,2012
p60,659,0.0,2012
p60,660,0.19539447,2012
p60,661,0.06519875,2012
p60,662,0.0,2012
p60,663,0.71327686,2012
p60,664,0.0,2012
p60,665,0.592842,2012
p60,666,0.0,2012
p60,667,0.0011349879,2012
p60,668,0.40080205,2012
p60,669,0.0,2012
p60,670,0.5678975,2012
p60,671,0.0,2012
p60,672,0.14951573,2012
p60,673,0.052032888,2012
p60,674,0.0,2012
p60,675,0.6126665,2012
p60,676,0.0,2012
p60,677,0.6108757,2012
p60,678,0.0,2012
p60,679,0.0008575464,2012
p60,680,0.37820318,2012
p60,681,0.0,2012
p60,682,0.7305791,2012
p60,683,0.0,2012
p60,684,0.19799234,2012
p60,685,0.030064568,2012
p60,686,0.0,2012
p60,687,0.52103513,2012
p60,688,0.0,2012
p60,689,0.4761148,2012
p60,690,0.0,2012
p60,691,0.00050443906,2012
p60,692,0.40042374,2012
p60,693,0.0,2012
p60,694,0.7730781,2012
p60,695,0.0,2012
p60,696,0.19458736,2012
p60,697,0.025348064,2012
p60,698,0.0,2012
p60,699,0.5992736,2012
p60,700,0.0,2012
p60,701,0.561819,2012
p60,702,0.0,2012
p60,703,0.00050443906,2012
p60,704,0.34049636,2012
p60,705,0.0,2012
p60,706,0.67269474,2012
p60,707,0.0,2012
p60,708,0.19721045,2012
p60,709,0.021110775,2012
p60,710,0.0,2012
p60,711,0.3994653,2012
p60,712,0.0,2012
p60,713,0.3795904,2012
p60,714,0.0,2012
p60,715,0.00022699758,2012
p60,716,0.27913135,2012
p60,717,0.0,2012
p60,718,0.56963784,2012
p60,719,0.0,2012
p60,720,0.1436138,2012
p60,721,0.015007062,2012
p60,722,0.0,2012
p60,723,0.59922314,2012
p60,724,0.0,2012
p60,725,0.49102098,2012
p60,726,0.0,2012
p60,727,0.0,2012
p60,728,0.37739608,2012
p60,729,0.0,2012
p60,730,0.72018766,2012
p60,731,0.0,2012
p60,732,0.18946731,2012
p60,733,0.008373689,2012
p60,734,0.0,2012
p60,735,0.58509886,2012
p60,736,0.0,2012
p60,737,0.4796711,2012
p60,738,0.0,2012
p60,739,0.0,2012
p60,740,0.28177965,2012
p60,741,0.0,2012
p60,742,0.56199557,2012
p60,743,0.0,2012
p60,744,0.1538287,2012
p60,745,0.014149516,2012
p60,746,0.0,2012
p60,747,0.58782285,2012
p60,748,0.0,2012
p60,749,0.49674636,2012
p60,750,0.0,2012
p60,751,0.0,2012
p60,752,0.30740517,2012
p60,753,0.0,2012
p60,754,0.6515587,2012
p60,755,0.0,2012
p60,756,0.13443302,2012
p60,757,0.011904762,2012
p60,758,0.0,2012
p60,759,0.4832526,2012
p60,760,0.0,2012
p60,761,0.51821023,2012
p60,762,0.0,2012
p60,763,0.0,2012
p60,764,0.26003835,2012
p60,765,0.0,2012
p60,766,0.67758775,2012
p60,767,0.0,2012
p60,768,0.09221146,2012
p60,769,0.0041868445,2012
p60,770,0.0,2012
p60,771,0.59137917,2012
p60,772,0.0,2012
p60,773,0.48395884,2012
p60,774,0.0,2012
p60,775,0.0,2012
p60,776,0.17645279,2012
p60,777,0.0,2012
p60,778,0.58431697,2012
p60,779,0.0,2012
p60,780,0.11228813,2012
p60,781,0.0026483051,2012
p60,782,0.0,2012
p60,783,0.502724,2012
p60,784,0.0,2012
p60,785,0.4020127,2012
p60,786,0.0,2012
p60,787,0.0,2012
p60,788,0.28054377,2012
p60,789,0.0,2012
p60,790,0.6558969,2012
p60,791,0.0,2012
p60,792,0.118013516,2012
p60,793,0.009508676,2012
p60,794,0.0,2012
p60,795,0.5216909,2012
p60,796,0.0,2012
p60,797,0.42319915,2012
p60,798,0.0,2012
p60,799,0.0,2012
p60,800,0.2257617,2012
p60,801,0.0,2012
p60,802,0.61208636,2012
p60,803,0.0,2012
p60,804,0.08136602,2012
p60,805,0.00083232444,2012
p60,806,0.0,2012
p60,807,0.44743744,2012
p60,808,0.0,2012
p60,809,0.3341152,2012
p60,810,0.0,2012
p60,811,0.0,2012
p60,812,0.24109665,2012
p60,813,0.0,2012
p60,814,0.52095944,2012
p60,815,0.0,2012
p60,816,0.060961463,2012
p60,817,0.001084544,2012
p60,818,0.0,2012
p60,819,0.4442595,2012
p60,820,0.0,2012
p60,821,0.22442494,2012
p60,822,0.0,2012
p60,823,0.0,2012
p60,824,0.20729923,2012
p60,825,0.0,2012
p60,826,0.37472257,2012
p60,827,0.0,2012
p60,828,0.029736683,2012
p60,829,0.0028500806,2012
p60,830,0.0,2012
p60,831,0.5814417,2012
p60,832,0.0,2012
p60,833,0.43222862,2012
p60,834,0.0,2012
p60,835,0.0,2012
p60,836,0.2120914,2012
p60,837,0.0,2012
p60,838,0.31681296,2012
p60,839,0.0,2012
p60,840,0.031830106,2012
p60,841,0.0007818806,2012
p60,842,0.0,2012
p60,843,0.3241021,2012
p60,844,0.0,2012
p60,845,0.27832425,2012
p60,846,0.0,2012
p60,847,0.0,2012
p60,848,0.24957123,2012
p60,849,0.0,2012
p60,850,0.3610775,2012
p60,851,0.0,2012
p60,852,0.02996368,2012
p60,853,0.007062147,2012
p60,854,0.0,2012
p60,855,0.52532285,2012
p60,856,0.0,2012
p60,857,0.403753,2012
p60,858,0.0,2012
p60,859,0.0,2012
p60,860,0.16583434,2012
p60,861,0.0,2012
p60,862,0.46993542,2012
p60,863,0.0,2012
p60,864,0.008979015,2012
p60,865,0.0011854318,2012
p60,866,0.0,2012
p60,867,0.4185331,2012
p60,868,0.0,2012
p60,869,0.25085753,2012
p60,870,0.0,2012
p60,871,0.0,2012
p60,872,0.22772902,2012
p60,873,0.0,2012
p60,874,0.60126615,2012
p60,875,0.0,2012
p60,876,0.050973568,2012
p61,1,0.0102355275,2012
p61,2,0.0,2012
p61,3,0.4790887,2012
p61,4,0.0,2012
p61,5,0.34866828,2012
p61,6,0.0,2012
p61,7,0.0,2012
p61,8,0.2557231,2012
p61,9,0.0,2012
p61,10,0.570438,2012
p61,11,0.0,2012
p61,12,0.07965551,2012
p61,13,0.028725512,2012
p61,14,0.0,2012
p61,15,0.52225953,2012
p61,16,0.0,2012
p61,17,0.33584636,2012
p61,18,0.0,2012
p61,19,0.0,2012
p61,20,0.18712854,2012
p61,21,0.0,2012
p61,22,0.47884107,2012
p61,23,0.0,2012
p61,24,0.09674224,2012
p61,25,0.023139996,2012
p61,26,0.0,2012
p61,27,0.41090688,2012
p61,28,0.0,2012
p61,29,0.28860334,2012
p61,30,0.0,2012
p61,31,0.0,2012
p61,32,0.26901278,2012
p61,33,0.0,2012
p61,34,0.574978,2012
p61,35,0.0,2012
p61,36,0.11033458,2012
p61,37,0.028395334,2012
p61,38,0.0,2012
p61,39,0.38597843,2012
p61,40,0.0,2012
p61,41,0.36457187,2012
p61,42,0.0,2012
p61,43,0.0,2012
p61,44,0.22694255,2012
p61,45,0.0,2012
p61,46,0.47853842,2012
p61,47,0.0,2012
p61,48,0.0994387,2012
p61,49,0.012326657,2012
p61,50,0.0,2012
p61,51,0.41800573,2012
p61,52,0.0,2012
p61,53,0.24196567,2012
p61,54,0.0,2012
p61,55,0.0,2012
p61,56,0.2835681,2012
p61,57,0.0,2012
p61,58,0.3945906,2012
p61,59,0.0,2012
p61,60,0.092064716,2012
p61,61,0.037585296,2012
p61,62,0.0,2012
p61,63,0.46068126,2012
p61,64,0.0,2012
p61,65,0.28376073,2012
p61,66,0.0,2012
p61,67,0.0,2012
p61,68,0.28711754,2012
p61,69,0.0,2012
p61,70,0.5868369,2012
p61,71,0.0,2012
p61,72,0.111435175,2012
p61,73,0.03318292,2012
p61,74,0.0,2012
p61,75,0.5195631,2012
p61,76,0.0,2012
p61,77,0.28255007,2012
p61,78,0.0,2012
p61,79,0.0,2012
p61,80,0.27842286,2012
p61,81,0.0,2012
p61,82,0.50008255,2012
p61,83,0.0,2012
p61,84,0.070272945,2012
p61,85,0.06941999,2012
p61,86,0.0,2012
p61,87,0.5433634,2012
p61,88,0.0,2012
p61,89,0.4344596,2012
p61,90,0.0,2012
p61,91,0.0003301783,2012
p61,92,0.21827537,2012
p61,93,0.0,2012
p61,94,0.5061083,2012
p61,95,0.0,2012
p61,96,0.13806956,2012
p61,97,0.053048648,2012
p61,98,0.0,2012
p61,99,0.5070713,2012
p61,100,0.0,2012
p61,101,0.36669052,2012
p61,102,0.0,2012
p61,103,0.0018710103,2012
p61,104,0.2716542,2012
p61,105,0.0,2012
p61,106,0.54319835,2012
p61,107,0.0,2012
p61,108,0.10736298,2012
p61,109,0.034476116,2012
p61,110,0.0,2012
p61,111,0.609234,2012
p61,112,0.0,2012
p61,113,0.2908871,2012
p61,114,0.0,2012
p61,115,0.00093550514,2012
p61,116,0.27382788,2012
p61,117,0.0,2012
p61,118,0.5642472,2012
p61,119,0.0,2012
p61,120,0.12654082,2012
p61,121,0.07550077,2012
p61,122,0.0,2012
p61,123,0.5901937,2012
p61,124,0.0,2012
p61,125,0.3831444,2012
p61,126,0.0,2012
p61,127,0.00077041605,2012
p61,128,0.30569008,2012
p61,129,0.0,2012
p61,130,0.5620735,2012
p61,131,0.0,2012
p61,132,0.08983601,2012
p61,133,0.08658926,2012
p61,134,0.0,2012
p61,135,0.64395773,2012
p61,136,0.0,2012
p61,137,0.49746862,2012
p61,138,0.0,2012
p61,139,0.007676645,2012
p61,140,0.33045346,2012
p61,141,0.0,2012
p61,142,0.593523,2012
p61,143,0.0,2012
p61,144,0.08303984,2012
p61,145,0.049361654,2012
p61,146,0.0,2012
p61,147,0.48340854,2012
p61,148,0.0,2012
p61,149,0.34919107,2012
p61,150,0.0,2012
p61,151,0.0012106538,2012
p61,152,0.46472594,2012
p61,153,0.0,2012
p61,154,0.6571924,2012
p61,155,0.0,2012
p61,156,0.18159807,2012
p61,157,0.11828637,2012
p61,158,0.0,2012
p61,159,0.6536155,2012
p61,160,0.0,2012
p61,161,0.4914704,2012
p61,162,0.0,2012
p61,163,0.008942328,2012
p61,164,0.41005394,2012
p61,165,0.0,2012
p61,166,0.595339,2012
p61,167,0.0,2012
p61,168,0.19637354,2012
p61,169,0.081691615,2012
p61,170,0.0,2012
p61,171,0.5816366,2012
p61,172,0.0,2012
p61,173,0.49254346,2012
p61,174,5.5029715e-05,2012
p61,175,0.005282853,2012
p61,176,0.38061303,2012
p61,177,0.0,2012
p61,178,0.61173785,2012
p61,179,0.0,2012
p61,180,0.14802994,2012
p61,181,0.092394896,2012
p61,182,0.0,2012
