year,region,time_index,load_mw,weather_year
2030,p60,213,685.0,2012
2030,p60,214,602.0,2012
2030,p60,215,621.0,2012
2030,p60,216,609.0,2012
2030,p60,217,653.0,2012
2030,p60,218,702.0,2012
2030,p60,219,694.0,2012
2030,p60,220,670.0,2012
2030,p60,221,608.0,2012
2030,p60,222,719.0,2012
2030,p60,223,573.0,2012
2030,p60,224,680.0,2012
2030,p60,225,558.0,2012
2030,p60,226,667.0,2012
2030,p60,227,761.0,2012
2030,p60,228,681.0,2012
2030,p60,229,608.0,2012
2030,p60,230,673.0,2012
2030,p60,231,610.0,2012
2030,p60,232,736.0,2012
2030,p60,233,706.0,2012
2030,p60,234,746.0,2012
2030,p60,235,591.0,2012
2030,p60,236,690.0,2012
2030,p60,237,949.0,2012
2030,p60,238,759.0,2012
2030,p60,239,853.0,2012
2030,p60,240,710.0,2012
2030,p61,1,1147.0,2012
2030,p61,2,1409.0,2012
2030,p61,3,1354.0,2012
2030,p61,4,1347.0,2012
2030,p61,5,1097.0,2012
2030,p61,6,1306.0,2012
2030,p61,7,1324.0,2012
2030,p61,8,1369.0,2012
2030,p61,9,1751.0,2012
2030,p61,10,1345.0,2012
2030,p61,11,1222.0,2012
2030,p61,12,1526.0,2012
2030,p61,13,1484.0,2012
2030,p61,14,1372.0,2012
2030,p61,15,1295.0,2012
2030,p61,16,1333.0,2012
2030,p61,17,1453.0,2012
2030,p61,18,1295.0,2012
2030,p61,19,1368.0,2012
2030,p61,20,1224.0,2012
2030,p61,21,1339.0,2012
2030,p61,22,1099.0,2012
2030,p61,23,1381.0,2012
2030,p61,24,1208.0,2012
2030,p61,25,1392.0,2012
2030,p61,26,1283.0,2012
2030,p61,27,1415.0,2012
2030,p61,28,1568.0,2012
2030,p61,29,1699.0,2012
2030,p61,30,1558.0,2012
2030,p61,31,1424.0,2012
2030,p61,32,1438.0,2012
2030,p61,33,1390.0,2012
2030,p61,34,1465.0,2012
2030,p61,35,1275.0,2012
2030,p61,36,1369.0,2012
2030,p61,37,1303.0,2012
2030,p61,38,1248.0,2012
2030,p61,39,1078.0,2012
2030,p61,40,1402.0,2012
2030,p61,41,1103.0,2012
2030,p61,42,1198.0,2012
2030,p61,43,1086.0,2012
2030,p61,44,1325.0,2012
2030,p61,45,1137.0,2012
2030,p61,46,1510.0,2012
2030,p61,47,1174.0,2012
2030,p61,48,1393.0,2012
2030,p61,49,1264.0,2012
2030,p61,50,1450.0,2012
2030,p61,51,1218.0,2012
2030,p61,52,1337.0,2012
2030,p61,53,1335.0,2012
2030,p61,54,1197.0,2012
2030,p61,55,1349.0,2012
2030,p61,56,1095.0,2012
2030,p61,57,1519.0,2012
2030,p61,58,1114.0,2012
2030,p61,59,1509.0,2012
2030,p61,60,1106.0,2012
2030,p61,61,1661.0,2012
2030,p61,62,1225.0,2012
2030,p61,63,1584.0,2012
2030,p61,64,1179.0,2012
2030,p61,65,1487.0,2012
2030,p61,66,1256.0,2012
2030,p61,67,1623.0,2012
2030,p61,68,1342.0,2012
2030,p61,69,1540.0,2012
2030,p61,70,1337.0,2012
2030,p61,71,1315.0,2012
2030,p61,72,1386.0,2012
2030,p61,73,1218.0,2012
2030,p61,74,1256.0,2012
2030,p61,75,1099.0,2012
2030,p61,76,1543.0,2012
2030,p61,77,1232.0,2012
2030,p61,78,1771.0,2012
2030,p61,79,1154.0,2012
2030,p61,80,1792.0,2012
2030,p61,81,1244.0,2012
2030,p61,82,1912.0,2012
2030,p61,83,1223.0,2012
2030,p61,84,1713.0,2012
2030,p61,85,1332.0,2012
2030,p61,86,1600.0,2012
2030,p61,87,1346.0,2012
2030,p61,88,1386.0,2012
2030,p61,89,1435.0,2012
2030,p61,90,1295.0,2012
2030,p61,91,1557.0,2012
2030,p61,92,1342.0,2012
2030,p61,93,1649.0,2012
2030,p61,94,1287.0,2012
2030,p61,95,1920.0,2012
2030,p61,96,1347.0,2012
2030,p61,97,1887.0,2012
2030,p61,98,1260.0,2012
2030,p61,99,2150.0,2012
2030,p61,100,1338.0,2012
2030,p61,101,1887.0,2012
2030,p61,102,1268.0,2012
2030,p61,103,2013.0,2012
2030,p61,104,1527.0,2012
2030,p61,105,1677.0,2012
2030,p61,106,1429.0,2012
2030,p61,107,1758.0,2012
2030,p61,108,1741.0,2012
2030,p61,109,1617.0,2012
2030,p61,110,1878.0,2012
2030,p61,111,1455.0,2012
2030,p61,112,1964.0,2012
2030,p61,113,1355.0,2012
2030,p61,114,2026.0,2012
2030,p61,115,1332.0,2012
2030,p61,116,2155.0,2012
2030,p61,117,1444.0,2012
2030,p61,118,2364.0,2012
2030,p61,119,1500.0,2012
2030,p61,120,1897.0,2012
2030,p61,121,1481.0,2012
2030,p61,122,1985.0,2012
2030,p61,123,1571.0,2012
2030,p61,124,1957.0,2012
2030,p61,125,1467.0,2012
2030,p61,126,1700.0,2012
2030,p61,127,1692.0,2012
2030,p61,128,1595.0,2012
2030,p61,129,1825.0,2012
2030,p61,130,1335.0,2012
2030,p61,131,2022.0,2012
2030,p61,132,1442.0,2012
2030,p61,133,2269.0,2012
2030,p61,134,1429.0,2012
2030,p61,135,2172.0,2012
2030,p61,136,1487.0,2012
2030,p61,137,2224.0,2012
2030,p61,138,1382.0,2012
2030,p61,139,2190.0,2012
2030,p61,140,1565.0,2012
2030,p61,141,2225.0,2012
2030,p61,142,1661.0,2012
2030,p61,143,1989.0,2012
2030,p61,144,1858.0,2012
2030,p61,145,1926.0,2012
2030,p61,146,1996.0,2012
2030,p61,147,1595.0,2012
2030,p61,148,1947.0,2012
2030,p61,149,1570.0,2012
2030,p61,150,2131.0,2012
2030,p61,151,1496.0,2012
2030,p61,152,1858.0,2012
2030,p61,153,1294.0,2012
2030,p61,154,1884.0,2012
2030,p61,155,1349.0,2012
2030,p61,156,2015.0,2012
2030,p61,157,1334.0,2012
2030,p61,158,2062.0,2012
2030,p61,159,1504.0,2012
2030,p61,160,2049.0,2012
2030,p61,161,1602.0,2012
2030,p61,162,1890.0,2012
2030,p61,163,1836.0,2012
2030,p61,164,1749.0,2012
2030,p61,165,1972.0,2012
2030,p61,166,1313.0,2012
2030,p61,167,1806.0,2012
2030,p61,168,1361.0,2012
2030,p61,169,1790.0,2012
2030,p61,170,1138.0,2012
2030,p61,171,1491.0,2012
2030,p61,172,1173.0,2012
2030,p61,173,1792.0,2012
2030,p61,174,1207.0,2012
2030,p61,175,1830.0,2012
2030,p61,176,1379.0,2012
2030,p61,177,1890.0,2012
2030,p61,178,1467.0,2012
2030,p61,179,1620.0,2012
2030,p61,180,1234.0,2012
2030,p61,181,1385.0,2012
2030,p61,182,1386.0,2012
2030,p61,183,1428.0,2012
2030,p61,184,1403.0,2012
2030,p61,185,1114.0,2012
2030,p61,186,1425.0,2012
2030,p61,187,1187.0,2012
2030,p61,188,1764.0,2012
2030,p61,189,1189.0,2012
2030,p61,190,1597.0,2012
2030,p61,191,1127.0,2012
2030,p61,192,1522.0,2012
2030,p61,193,1094.0,2012
2030,p61,194,1690.0,2012
2030,p61,195,1382.0,2012
2030,p61,196,1721.0,2012
2030,p61,197,1324.0,2012
2030,p61,198,1256.0,2012
2030,p61,199,1437.0,2012
2030,p61,200,1267.0,2012
2030,p61,201,1404.0,2012
2030,p61,202,1297.0,2012
2030,p61,203,1308.0,2012
2030,p61,204,1139.0,2012
2030,p61,205,1389.0,2012
2030,p61,206,1125.0,2012
2030,p61,207,1416.0,2012
2030,p61,208,1106.0,2012
2030,p61,209,1335.0,2012
2030,p61,210,1269.0,2012
2030,p61,211,1315.0,2012
2030,p61,212,1194.0,2012
2030,p61,213,1382.0,2012
2030,p61,214,1213.0,2012
2030,p61,215,1251.0,2012
2030,p61,216,1227.0,2012
2030,p61,217,1317.0,2012
2030,p61,218,1415.0,2012
2030,p61,219,1399.0,2012
2030,p61,220,1351.0,2012
2030,p61,221,1226.0,2012
2030,p61,222,1449.0,2012
2030,p61,223,1155.0,2012
2030,p61,224,1370.0,2012
2030,p61,225,1125.0,2012
2030,p61,226,1344.0,2012
2030,p61,227,1535.0,2012
2030,p61,228,1373.0,2012
2030,p61,229,1226.0,2012
2030,p61,230,1356.0,2012
2030,p61,231,1231.0,2012
2030,p61,232,1483.0,2012
2030,p61,233,1422.0,2012
2030,p61,234,1505.0,2012
2030,p61,235,1192.0,2012
2030,p61,236,1392.0,2012
2030,p61,237,1914.0,2012
2030,p61,238,1532.0,2012
2030,p61,239,1720.0,2012
2030,p61,240,1432.0,2012
2030,p62,1,1070.0,2012
2030,p62,2,1314.0,2012
2030,p62,3,1262.0,2012
2030,p62,4,1256.0,2012
2030,p62,5,1023.0,2012
2030,p62,6,1217.0,2012
2030,p62,7,1235.0,2012
2030,p62,8,1276.0,2012
2030,p62,9,1632.0,2012
2030,p62,10,1254.0,2012
2030,p62,11,1139.0,2012
2030,p62,12,1423.0,2012
2030,p62,13,1383.0,2012
2030,p62,14,1280.0,2012
2030,p62,15,1208.0,2012
2030,p62,16,1243.0,2012
2030,p62,17,1354.0,2012
2030,p62,18,1207.0,2012
2030,p62,19,1275.0,2012
2030,p62,20,1141.0,2012
2030,p62,21,1248.0,2012
2030,p62,22,1024.0,2012
2030,p62,23,1288.0,2012
2030,p62,24,1126.0,2012
2030,p62,25,1298.0,2012
2030,p62,26,1196.0,2012
2030,p62,27,1320.0,2012
2030,p62,28,1462.0,2012
2030,p62,29,1584.0,2012
2030,p62,30,1452.0,2012
2030,p62,31,1327.0,2012
2030,p62,32,1340.0,2012
2030,p62,33,1296.0,2012
2030,p62,34,1366.0,2012
2030,p62,35,1188.0,2012
2030,p62,36,1277.0,2012
2030,p62,37,1214.0,2012
2030,p62,38,1163.0,2012
2030,p62,39,1005.0,2012
2030,p62,40,1307.0,2012
2030,p62,41,1028.0,2012
2030,p62,42,1117.0,2012
2030,p62,43,1013.0,2012
2030,p62,44,1235.0,2012
2030,p62,45,1060.0,2012
2030,p62,46,1408.0,2012
2030,p62,47,1094.0,2012
2030,p62,48,1298.0,2012
2030,p62,49,1178.0,2012
2030,p62,50,1353.0,2012
2030,p62,51,1136.0,2012
2030,p62,52,1246.0,2012
2030,p62,53,1244.0,2012
2030,p62,54,1116.0,2012
2030,p62,55,1258.0,2012
2030,p62,56,1020.0,2012
2030,p62,57,1416.0,2012
2030,p62,58,1039.0,2012
2030,p62,59,1406.0,2012
2030,p62,60,1032.0,2012
2030,p62,61,1548.0,2012
2030,p62,62,1142.0,2012
2030,p62,63,1476.0,2012
2030,p62,64,1099.0,2012
2030,p62,65,1385.0,2012
2030,p62,66,1170.0,2012
2030,p62,67,1514.0,2012
2030,p62,68,1251.0,2012
2030,p62,69,1436.0,2012
2030,p62,70,1246.0,2012
2030,p62,71,1226.0,2012
2030,p62,72,1292.0,2012
2030,p62,73,1136.0,2012
2030,p62,74,1171.0,2012
2030,p62,75,1024.0,2012
2030,p62,76,1439.0,2012
2030,p62,77,1149.0,2012
2030,p62,78,1651.0,2012
2030,p62,79,1075.0,2012
2030,p62,80,1671.0,2012
2030,p62,81,1161.0,2012
2030,p62,82,1783.0,2012
2030,p62,83,1140.0,2012
2030,p62,84,1597.0,2012
2030,p62,85,1242.0,2012
2030,p62,86,1492.0,2012
2030,p62,87,1255.0,2012
2030,p62,88,1291.0,2012
2030,p62,89,1337.0,2012
2030,p62,90,1207.0,2012
2030,p62,91,1451.0,2012
2030,p62,92,1251.0,2012
2030,p62,93,1538.0,2012
2030,p62,94,1200.0,2012
2030,p62,95,1789.0,2012
2030,p62,96,1256.0,2012
2030,p62,97,1759.0,2012
2030,p62,98,1175.0,2012
2030,p62,99,2003.0,2012
2030,p62,100,1248.0,2012
2030,p62,101,1759.0,2012
2030,p62,102,1182.0,2012
2030,p62,103,1876.0,2012
2030,p62,104,1424.0,2012
2030,p62,105,1563.0,2012
2030,p62,106,1332.0,2012
2030,p62,107,1639.0,2012
2030,p62,108,1623.0,2012
2030,p62,109,1508.0,2012
2030,p62,110,1751.0,2012
2030,p62,111,1357.0,2012
2030,p62,112,1831.0,2012
2030,p62,113,1264.0,2012
2030,p62,114,1889.0,2012
2030,p62,115,1242.0,2012
2030,p62,116,2009.0,2012
2030,p62,117,1345.0,2012
2030,p62,118,2204.0,2012
2030,p62,119,1398.0,2012
2030,p62,120,1769.0,2012
2030,p62,121,1381.0,2012
2030,p62,122,1851.0,2012
2030,p62,123,1465.0,2012
2030,p62,124,1825.0,2012
2030,p62,125,1368.0,2012
2030,p62,126,1585.0,2012
2030,p62,127,1578.0,2012
2030,p62,128,1487.0,2012
2030,p62,129,1701.0,2012
2030,p62,130,1245.0,2012
2030,p62,131,1885.0,2012
2030,p62,132,1345.0,2012
2030,p62,133,2116.0,2012
2030,p62,134,1332.0,2012
2030,p62,135,2025.0,2012
2030,p62,136,1385.0,2012
2030,p62,137,2073.0,2012
2030,p62,138,1289.0,2012
2030,p62,139,2042.0,2012
2030,p62,140,1459.0,2012
2030,p62,141,2074.0,2012
2030,p62,142,1548.0,2012
2030,p62,143,1854.0,2012
2030,p62,144,1731.0,2012
2030,p62,145,1796.0,2012
2030,p62,146,1860.0,2012
2030,p62,147,1487.0,2012
2030,p62,148,1814.0,2012
2030,p62,149,1464.0,2012
2030,p62,150,1987.0,2012
2030,p62,151,1394.0,2012
2030,p62,152,1732.0,2012
2030,p62,153,1206.0,2012
2030,p62,154,1756.0,2012
2030,p62,155,1258.0,2012
2030,p62,156,1878.0,2012
2030,p62,157,1243.0,2012
2030,p62,158,1923.0,2012
2030,p62,159,1402.0,2012
2030,p62,160,1911.0,2012
2030,p62,161,1494.0,2012
2030,p62,162,1762.0,2012
2030,p62,163,1712.0,2012
2030,p62,164,1631.0,2012
2030,p62,165,1838.0,2012
2030,p62,166,1225.0,2012
2030,p62,167,1683.0,2012
2030,p62,168,1269.0,2012
2030,p62,169,1669.0,2012
2030,p62,170,1061.0,2012
2030,p62,171,1390.0,2012
2030,p62,172,1094.0,2012
2030,p62,173,1670.0,2012
2030,p62,174,1125.0,2012
2030,p62,175,1707.0,2012
2030,p62,176,1285.0,2012
2030,p62,177,1762.0,2012
2030,p62,178,1368.0,2012
2030,p62,179,1510.0,2012
2030,p62,180,1150.0,2012
2030,p62,181,1291.0,2012
2030,p62,182,1292.0,2012
2030,p62,183,1330.0,2012
2030,p62,184,1309.0,2012
2030,p62,185,1039.0,2012
2030,p62,186,1329.0,2012
2030,p62,187,1106.0,2012
2030,p62,188,1644.0,2012
2030,p62,189,1108.0,2012
2030,p62,190,1489.0,2012
2030,p62,191,1050.0,2012
2030,p62,192,1419.0,2012
2030,p62,193,1020.0,2012
2030,p62,194,1576.0,2012
2030,p62,195,1289.0,2012
2030,p62,196,1604.0,2012
2030,p62,197,1235.0,2012
2030,p62,198,1171.0,2012
2030,p62,199,1340.0,2012
2030,p62,200,1181.0,2012
2030,p62,201,1309.0,2012
2030,p62,202,1209.0,2012
2030,p62,203,1219.0,2012
2030,p62,204,1062.0,2012
2030,p62,205,1295.0,2012
2030,p62,206,1048.0,2012
2030,p62,207,1320.0,2012
2030,p62,208,1031.0,2012
2030,p62,209,1245.0,2012
2030,p62,210,1183.0,2012
2030,p62,211,1226.0,2012
2030,p62,212,1112.0,2012
2030,p62,213,1288.0,2012
2030,p62,214,1130.0,2012
2030,p62,215,1167.0,2012
2030,p62,216,1145.0,2012
2030,p62,217,1227.0,2012
2030,p62,218,1320.0,2012
2030,p62,219,1305.0,2012
2030,p62,220,1259.0,2012
2030,p62,221,1143.0,2012
2030,p62,222,1350.0,2012
2030,p62,223,1077.0,2012
2030,p62,224,1277.0,2012
2030,p62,225,1049.0,2012
2030,p62,226,1253.0,2012
2030,p62,227,1431.0,2012
2030,p62,228,1280.0,2012
2030,p62,229,1143.0,2012
2030,p62,230,1265.0,2012
2030,p62,231,1148.0,2012
2030,p62,232,1382.0,2012
2030,p62,233,1326.0,2012
2030,p62,234,1403.0,2012
2030,p62,235,1112.0,2012
2030,p62,236,1297.0,2012
2030,p62,237,1784.0,2012
2030,p62,238,1428.0,2012
2030,p62,239,1602.0,2012
2030,p62,240,1335.0,2012
2030,p63,1,18040.0,2012
2030,p63,2,22157.0,2012
2030,p63,3,21293.0,2012
2030,p63,4,21183.0,2012
2030,p63,5,17264.0,2012
2030,p63,6,20531.0,2012
2030,p63,7,20823.0,2012
2030,p63,8,21530.0,2012
2030,p63,9,27536.0,2012
2030,p63,10,21149.0,2012
2030,p63,11,19217.0,2012
2030,p63,12,23999.0,2012
2030,p63,13,23332.0,2012
2030,p63,14,21587.0,2012
2030,p63,15,20372.0,2012
2030,p63,16,20957.0,2012
2030,p63,17,22841.0,2012
2030,p63,18,20364.0,2012
2030,p63,19,21508.0,2012
2030,p63,20,19256.0,2012
2030,p63,21,21058.0,2012
2030,p63,22,17273.0,2012
2030,p63,23,21723.0,2012
2030,p63,24,19002.0,2012
2030,p63,25,21891.0,2012
2030,p63,26,20170.0,2012
2030,p63,27,22262.0,2012
2030,p63,28,24661.0,2012
2030,p63,29,26719.0,2012
2030,p63,30,24497.0,2012
2030,p63,31,22394.0,2012
2030,p63,32,22611.0,2012
2030,p63,33,21865.0,2012
2030,p63,34,23037.0,2012
2030,p63,35,20048.0,2012
2030,p63,36,21532.0,2012
2030,p63,37,20493.0,2012
2030,p63,38,19622.0,2012
2030,p63,39,16948.0,2012
2030,p63,40,22043.0,2012
2030,p63,41,17348.0,2012
2030,p63,42,18840.0,2012
2030,p63,43,17088.0,2012
2030,p63,44,20831.0,2012
2030,p63,45,17873.0,2012
2030,p63,46,23746.0,2012
2030,p63,47,18460.0,2012
2030,p63,48,21907.0,2012
2030,p63,49,19876.0,2012
2030,p63,50,22816.0,2012
2030,p63,51,19159.0,2012
2030,p63,52,21029.0,2012
2030,p63,53,20986.0,2012
2030,p63,54,18830.0,2012
2030,p63,55,21213.0,2012
2030,p63,56,17218.0,2012
2030,p63,57,23890.0,2012
2030,p63,58,17520.0,2012
2030,p63,59,23724.0,2012
2030,p63,60,17404.0,2012
2030,p63,61,26117.0,2012
2030,p63,62,19271.0,2012
2030,p63,63,24904.0,2012
2030,p63,64,18537.0,2012
2030,p63,65,23374.0,2012
2030,p63,66,19742.0,2012
2030,p63,67,25537.0,2012
2030,p63,68,21093.0,2012
2030,p63,69,24216.0,2012
2030,p63,70,21021.0,2012
2030,p63,71,20682.0,2012
2030,p63,72,21796.0,2012
2030,p63,73,19160.0,2012
2030,p63,74,19753.0,2012
2030,p63,75,17273.0,2012
2030,p63,76,24267.0,2012
2030,p63,77,19381.0,2012
2030,p63,78,27845.0,2012
2030,p63,79,18137.0,2012
2030,p63,80,28191.0,2012
2030,p63,81,19579.0,2012
2030,p63,82,30070.0,2012
2030,p63,83,19228.0,2012
2030,p63,84,26941.0,2012
2030,p63,85,20945.0,2012
2030,p63,86,25160.0,2012
2030,p63,87,21164.0,2012
2030,p63,88,21787.0,2012
2030,p63,89,22559.0,2012
2030,p63,90,20365.0,2012
2030,p63,91,24473.0,2012
2030,p63,92,21104.0,2012
2030,p63,93,25940.0,2012
2030,p63,94,20245.0,2012
2030,p63,95,30185.0,2012
2030,p63,96,21187.0,2012
2030,p63,97,29682.0,2012
2030,p63,98,19815.0,2012
2030,p63,99,33800.0,2012
2030,p63,100,21053.0,2012
2030,p63,101,29680.0,2012
2030,p63,102,19938.0,2012
2030,p63,103,31649.0,2012
2030,p63,104,24013.0,2012
2030,p63,105,26368.0,2012
2030,p63,106,22465.0,2012
2030,p63,107,27640.0,2012
2030,p63,108,27382.0,2012
2030,p63,109,25426.0,2012
2030,p63,110,29540.0,2012
2030,p63,111,22888.0,2012
2030,p63,112,30892.0,2012
2030,p63,113,21316.0,2012
2030,p63,114,31871.0,2012
2030,p63,115,20948.0,2012
2030,p63,116,33893.0,2012
2030,p63,117,22698.0,2012
2030,p63,118,37178.0,2012
2030,p63,119,23587.0,2012
2030,p63,120,29836.0,2012
2030,p63,121,23295.0,2012
2030,p63,122,31222.0,2012
2030,p63,123,24714.0,2012
2030,p63,124,30776.0,2012
2030,p63,125,23067.0,2012
2030,p63,126,26736.0,2012
2030,p63,127,26620.0,2012
2030,p63,128,25090.0,2012
2030,p63,129,28690.0,2012
2030,p63,130,20998.0,2012
2030,p63,131,31799.0,2012
2030,p63,132,22683.0,2012
2030,p63,133,35693.0,2012
2030,p63,134,22476.0,2012
2030,p63,135,34162.0,2012
2030,p63,136,23371.0,2012
2030,p63,137,34979.0,2012
2030,p63,138,21746.0,2012
2030,p63,139,34439.0,2012
2030,p63,140,24608.0,2012
2030,p63,141,34990.0,2012
2030,p63,142,26115.0,2012
2030,p63,143,31283.0,2012
2030,p63,144,29206.0,2012
2030,p63,145,30285.0,2012
2030,p63,146,31374.0,2012
2030,p63,147,25081.0,2012
2030,p63,148,30611.0,2012
2030,p63,149,24698.0,2012
2030,p63,150,33517.0,2012
2030,p63,151,23513.0,2012
2030,p63,152,29212.0,2012
2030,p63,153,20349.0,2012
2030,p63,154,29616.0,2012
2030,p63,155,21214.0,2012
2030,p63,156,31679.0,2012
2030,p63,157,20980.0,2012
2030,p63,158,32438.0,2012
2030,p63,159,23652.0,2012
2030,p63,160,32226.0,2012
2030,p63,161,25198.0,2012
2030,p63,162,29734.0,2012
2030,p63,163,28873.0,2012
2030,p63,164,27505.0,2012
2030,p63,165,31012.0,2012
2030,p63,166,20659.0,2012
